ElemUID,Lat,Lon
18371004,50.14283,8.703112
18890008,50.129612,8.693591
18368009,50.135708,8.696126
18368011,50.13585,8.69593
18367003,50.131435,8.694797
18371005,50.14348,8.703028
18369001,50.13856,8.698138
18369023,50.14024,8.698457
18368003,50.135273,8.696579
18371002,50.143593,8.703927
18369009,50.138844,8.698882
18366013,50.13063,8.6941805
18366012,50.13064,8.69414
18890012,50.12933,8.69328
18372004,50.145542,8.706408
18890014,50.128723,8.6928005
18369012,50.13887,8.698629
18890011,50.12935,8.69325
18369010,50.139362,8.698173
18890006,50.12882,8.693895
19110011,50.141502,8.700313
18367009,50.132015,8.694076
18372002,50.146126,8.706212
19110010,50.141483,8.700345
18890009,50.12846,8.692535
18366003,50.13069,8.694436
18372010,50.145184,8.705887
18372009,50.145424,8.706036
18372006,50.145157,8.705959
18372005,50.14552,8.706381
18368010,50.135742,8.696131
18371008,50.143517,8.703127
18368008,50.13529,8.696498
18368006,50.13579,8.695951
18368001,50.136185,8.696651
18890015,50.128494,8.692473
18369006,50.13894,8.698599
18369011,50.139618,8.698296
18369013,50.138855,8.698676
18890002,50.129166,8.69223
18366002,50.13136,8.694518
18368004,50.135277,8.696537
18368012,50.1359,8.695919
18890007,50.12963,8.693562
18371012,50.14297,8.703336
483492705,50.14464,8.703175
17377001,50.09954,8.669278
17400006,50.088604,8.651478
19078014,50.09327,8.64899
19078011,50.093433,8.64966
19078013,50.093136,8.6485815
17389005,50.088398,8.633006
19078010,50.093395,8.649507
17389006,50.088158,8.631482
19078015,50.093304,8.649242
17389007,50.088177,8.6316185
19078012,50.09317,8.648715
17389004,50.088417,8.633143
17392003,50.084793,8.632856
18372007,50.14517,8.705922
18371003,50.142807,8.7031355
18371001,50.143612,8.703897
18890004,50.128864,8.693944
18367001,50.13274,8.695077
19110001,50.14231,8.70152
18369014,50.138817,8.698878
18369007,50.138916,8.698581
18369002,50.13857,8.698099
18372020,50.14615,8.706138
18372008,50.14541,8.70607
18371007,50.143524,8.703167
18371006,50.143486,8.703068
18367008,50.13199,8.694085
18364003,50.126186,8.692096
18364002,50.1263,8.691888
18364001,50.12631,8.691846
18364005,50.125847,8.6921215
18360002,50.119976,8.689979
18360001,50.119965,8.690326
18364004,50.125847,8.692163
18523005,50.111443,8.708883
18523008,50.111137,8.708713
18523010,50.11113,8.70863
18523006,50.111572,8.708581
18523002,50.111294,8.707805
18523007,50.11156,8.70862
18523004,50.11126,8.708403
483492754,50.11543,8.733292
483492753,50.078476,8.616518
483492755,50.11542,8.733251
19113007,50.105373,8.711172
483492756,50.145775,8.704631
19113003,50.10525,8.711853
19113001,50.105114,8.71037
19113010,50.10513,8.710932
19113006,50.105373,8.71113
19113004,50.105225,8.711848
19113002,50.10514,8.710376
18197001,50.076473,8.614535
18197015,50.07697,8.615582
18197014,50.07698,8.615544
18197004,50.07665,8.615416
18197003,50.07666,8.615376
18197002,50.07642,8.616033
18299004,50.122902,8.675742
17453012,50.078087,8.62535
17453010,50.077824,8.624032
17453009,50.077797,8.624038
17453011,50.07777,8.6240425
17453008,50.077847,8.624468
17453001,50.078114,8.625349
17453002,50.078148,8.624525
17453007,50.07782,8.624472
17453003,50.07815,8.624566
17453005,50.078335,8.624478
17453006,50.078342,8.624519
18330003,50.119835,8.687251
18330007,50.120163,8.686988
18330004,50.119816,8.687219
18330006,50.120224,8.686239
18330001,50.11987,8.687317
18330005,50.12025,8.686234
18330002,50.11985,8.687284
18211001,50.11812,8.691845
18211003,50.118084,8.691776
18211002,50.118103,8.691811
18365018,50.126865,8.692131
18365020,50.12727,8.691046
18365023,50.12808,8.692146
18365022,50.12808,8.692104
18365024,50.12768,8.693026
18365021,50.127293,8.691035
18365019,50.12686,8.692089
18365025,50.127655,8.693037
18532002,50.129322,8.758843
18532005,50.130127,8.76042
18532003,50.12994,8.759504
18532004,50.130104,8.760441
18523003,50.11132,8.707802
18532001,50.12935,8.758827
18523013,50.11134,8.708404
18523001,50.111267,8.707805
18523009,50.111134,8.708671
18523011,50.110878,8.708671
18257011,50.11796,8.684155
18257001,50.118084,8.684982
18257010,50.117935,8.68417
18257005,50.118397,8.685514
18257004,50.11816,8.684944
18257002,50.118107,8.684969
18257007,50.11844,8.685523
18257006,50.118156,8.685836
18257003,50.118134,8.684956
18257012,50.11799,8.684141
18888003,50.13142,8.686402
18887016,50.132328,8.683885
18384013,50.11802,8.6882515
18887007,50.13168,8.684953
18887002,50.131733,8.6832
18887001,50.13176,8.683212
17384001,50.097485,8.664417
14029009,50.11972,8.685589
14029005,50.11911,8.685183
14029002,50.119766,8.685546
18887013,50.13215,8.683812
18888005,50.131245,8.687046
18888004,50.131447,8.686418
18888002,50.13176,8.686377
18384003,50.11725,8.688037
18384019,50.11793,8.687406
18361002,50.121613,8.690869
18888001,50.131733,8.686377
18887012,50.131153,8.6842165
18887008,50.131653,8.684951
18887010,50.131786,8.683566
18887017,50.132153,8.683897
18887005,50.131863,8.6825285
14029003,50.119743,8.685568
14029001,50.11979,8.685525
14029004,50.119114,8.685225
14029007,50.119278,8.685092
14029006,50.119244,8.685154
14029010,50.119606,8.685335
15050003,50.15893,8.723076
15050002,50.159653,8.724137
18887020,50.132336,8.6839695
18887018,50.132156,8.683939
18384011,50.118,8.687479
18888006,50.13127,8.687062
18887003,50.13171,8.683187
18383007,50.117203,8.687433
18887006,50.13171,8.684955
18383002,50.11728,8.687594
18384005,50.117287,8.687978
18384006,50.117825,8.687824
18887019,50.13233,8.683927
18383003,50.11674,8.687783
18384018,50.117813,8.687798
18888007,50.131184,8.685679
18887011,50.131165,8.684176
18887009,50.13181,8.68359
18888008,50.13121,8.685694
18887015,50.132328,8.683842
18887004,50.13189,8.682543
18887014,50.13215,8.683854
18384014,50.117878,8.687876
18361003,50.12251,8.691153
15050001,50.15963,8.724163
18361005,50.12206,8.690499
18384016,50.118023,8.687503
18888009,50.131237,8.685707
18361001,50.12161,8.69091
18383005,50.11699,8.687237
18383004,50.11674,8.687741
18384002,50.11805,8.688181
18384010,50.117977,8.687454
18361004,50.122494,8.691188
18384007,50.117847,8.687846
18384012,50.118034,8.688216
18384009,50.117954,8.68743
18384015,50.1179,8.687898
18384004,50.117264,8.688004
18384001,50.11807,8.688147
18383001,50.117287,8.687556
18384008,50.11787,8.687869
18436014,50.144024,8.692881
17385005,50.093952,8.652556
17385004,50.094067,8.652441
17427005,50.092964,8.652738
17390007,50.08776,8.628449
17390008,50.087788,8.628447
17390004,50.08773,8.628823
17390005,50.08772,8.628785
18370007,50.140858,8.699013
18370004,50.14069,8.698888
18370006,50.140842,8.699045
483492758,50.113503,8.598819
17399002,50.085415,8.649975
17399003,50.085648,8.649891
17399001,50.085434,8.65001
18370002,50.141186,8.699256
18370003,50.141056,8.698614
18370001,50.141212,8.699234
18384017,50.117798,8.687764
18361006,50.122036,8.69141
18436005,50.14376,8.691812
18436007,50.143692,8.691431
18436001,50.144283,8.691964
18436002,50.14429,8.692003
18436018,50.143486,8.692464
18436009,50.143974,8.692497
18436012,50.14405,8.692867
18436017,50.14348,8.69251
18436011,50.143948,8.692507
18436004,50.143475,8.692554
18436008,50.143715,8.691413
18436006,50.143787,8.691804
15427004,50.113255,8.653036
